"articleNumber","name","brand","category","subcategory","packSizeValue","packSizeUnit","salesUnit","unitsPerSalesUnit","ingredients","dietaryTags","allergens","origin","priceCHF","priceBasis","sourceUrl","verifiedAt","verificationStatus","notes","provenance","identityProvenance","packProvenance","priceProvenance","nameConflict","packConflict","conflictFields","conflictDetails","conflictResolution","resolutionSourceUrl"
"060390","MSC Hoki Müllerin Art, Wild, FAO 41/81, tiefgekühlt,","","fish_seafood","","1.8","kg","case","3","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"060460","MSC Kabeljau Royal, ca. 140–160 g, Wild, FAO 27, tiefgekühlt,","","fish_seafood","","1","kg","case","5","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"060480","MSC Cocktail Crevetten, gekocht, 200/300, Wild, FAO 21/27, tiefgekühlt,","","fish_seafood","","1","kg","case","4","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"061171","Bell Augustiner Schüblig 5 x 155 g","Bell","meat_poultry","sausage","775","g","pack","5","","","","","2.29","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"061495","Poulet Crispy Schnitzel, geformt, paniert, frittiert, tiefgekühlt,","Economy","meat_poultry","","125","g","case","32","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"061496","Chicken Nuggets, geformt, paniert, frittiert, tiefgekühlt,","Economy","meat_poultry","","2.5","kg","case","2","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"061620","Bell Poulet Meatballs gegart, tiefgekühlt, 16-18 g,","","meat_poultry","","2","kg","case","3","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"065360","Poulet Schenkel Mini Cordon-bleu, 4 x 10 x 80–","","meat_poultry","","100","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"067090","GGAP Lachsforellen Filet, mit Haut, grätenarm, ca. 130–150 g, Zucht, Türkei, tiefgekühlt,","","fish_seafood","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"067510","ASC Lachs Medaillon, ohne Haut, grätenarm, ca. 140–160 g, Zucht, Färöer, tiefgekühlt,","","fish_seafood","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"067650","ASC Pangasius Knusperli, im Bierteig, Zucht, Vietnam,","Quality","fish_seafood","","1","kg","case","5","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068180","Bio Mangroven Crevetten, Black Tiger, easy peel, entdarmt, 13/15, Zucht, Vietnam, tiefgekühlt,","Natura","fish_seafood","","1","kg","case","10","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068406","Quality Pulpo Blume, geputzt, tiefgekühlt, ca. 1 - 2 kg","Quality","fish_seafood","octopus","1.5","kg","pack","","","","","","17.50","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"068510","MSC Alaska Seelachs Filet, im Backteig, 170 g, Wild, FAO 61/67, tiefgekühlt,","","fish_seafood","","6","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068587","MSC Quality Schlemmerfilet Bordelaise, 160 g, Wild, FAO 61/67, tiefgekühlt,","","fish_seafood","","4.8","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068662","Pangasius Filet, ca. 140–160 g, Glasur ca. 10 %, ohne Zusatzstoffe, Zucht, Vietnam, tiefgekühlt,","Quality","fish_seafood","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068730","Meeresfrüchte Cocktail, blanchiert, Glasur ca. 20 %, tiefgekühlt,","Quality","fish_seafood","","1","kg","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068760","ASC Tilapia Rückenfilet, ca. 80–120 g, Glasur ca. 10%, ohne Zusatzstoffe, Zucht, China, tiefgekühlt,","Quality","fish_seafood","","1","kg","case","5","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068780","MSC Schellfisch Loins, ohne Haut, ca. 100–120 g, Wild, FAO 27, tiefgekühlt,","","fish_seafood","","1","kg","case","5","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"068861","Egli Filet, im Bierteig, ca. 20–30 g, Wild, FAO 04/05, tiefgekühlt,","","fish_seafood","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"069581","Jackfruit Burger","","plant_based","","1","kg","case","4","","vegan","","","","","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"069590","Jackfruit Schnitzel","","plant_based","","1.2","kg","case","4","","vegan","","","16.90","4 x 1,2 kg","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","scraped","false","false","","","",""
"069640","ASC Panierte Torpedo Garnelen, Zucht, Vietnam, tiefgekühlt,","Quality","fish_seafood","","1","kg","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"069711","MSC Alaska Seelachs Filet Cornflakes Panade, 160 g, Wild, FAO 67/61, tiefgekühlt,","","fish_seafood","","6","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"069740","069740, MSC Kibbeling, in Knusperbackteig, Wild, FAO 61/67, tiefgekühlt,","","fish_seafood","","1","kg","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"069990","Crevetten Black Tiger, geschält, entdarmt, 26/30, Glasur ca. 20 %, ohne Zusatzstoffe, Zucht, Vietnam, tiefgeühlt,","Quality","fish_seafood","","1","kg","case","10","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"070540","Quorn Schnitzel nature, 55 g","Fredag","plant_based","","1","kg","case","5","","","","","22.70","5 x 1 kg","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","scraped","false","false","","","",""
"071910","Quality Chicken Nuggets Premium, paniert, frittiert, tiefgekühlt, 4 kg","Quality","meat_poultry","chicken","4","kg","case","","","","","","12.99","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"072150","Poulet Cordon bleu, geformt, paniert, frittiert, tiefgekühlt,","Quality","meat_poultry","","150","g","case","40","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"072240","Ämmitaler Poulet Piccata, geformt, frittiert, tiefgekühlt, ca. 60 g,","","meat_poultry","","1","kg","case","3","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"073276","Quality Poulet Cervelas, 100 g","Quality","meat_poultry","sausage","100","g","piece","1","","","","","0.89","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"073335","Quality Gastro-Bratwurst, 10 x 160 g","Quality","meat_poultry","sausage","1.6","kg","pack","10","","","","","0.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"080321","Vegetarische Frühlingsrollen 15 g","Quality","plant_based","","1","kg","package","1","","","","","11.50","1 kg","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","scraped","false","false","","","",""
"080331","Vegetarische Frühlingsrollen 50 g","Quality","plant_based","","1","kg","package","1","","","","","10.70","1 kg","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","scraped","false","false","","","",""
"080341","Vegetarische Samosa 20 g","Quality","plant_based","","1","kg","package","1","","","","","12.70","1 kg","https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf","2026-08-22T12:54:01.714Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","scraped","false","false","","","",""
"080420","ASC Goldbrassen Filet, mit Haut, grätenarm, ca. 90–120 g, Zucht, Türkei, tiefgekühlt,","","fish_seafood","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"080822","Schweins-Rippli geräucht,","Quality","meat_poultry","","1.5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"081523","Schweins-Hals geräucht, ohne Bein,","Quality","meat_poultry","","2","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf","2026-08-22T12:54:07.146Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"081591","Bell Speckwürfeli geräucht, ca. 2,5 kg","Bell","meat_poultry","bacon","2.5","kg","pack","","","","","","11.99","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"082296","Quality Salami Milano, 1 kg","Quality","meat_poultry","salami","1","kg","piece","1","","","","","14.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"082297","Quality Salami Nostrano, 1 kg","Quality","meat_poultry","salami","1","kg","piece","1","","","","","14.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"087180","Ferrarini Bresaola Punta d'anca 1/2, ca. 1,6 kg","Ferrarini","meat_poultry","beef","1.6","kg","pack","","","","","","47.99","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"087192","Ferrarini Rohschinken Dolce Riserva Mattonella, ca. 2 kg","Ferrarini","meat_poultry","ham","2","kg","pack","","","","","","25.99","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"090732","Quality Beerenmischung, TK, 2 x 2,5 kg","Quality","vegetables_fruit","berries","5","kg","case","2","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/090732","2026-08-22","official_product_verified_price_unverified","2 x 2.5 kg frozen bags per case; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"091060","Kadi Pommes Frites Normalschnitt, TK, 9 x 9 mm, 10 kg","Kadi","vegetables_fruit","potatoes","10","kg","case","","","","","","4.3","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"091080","Kadi Pommes Frites Feinschnitt, TK, 7 x 7 mm, 10 kg","Kadi","vegetables_fruit","potatoes","10","kg","case","","","","","","4.3","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"092095","Ditzler Karotten-Wedges rot und gelb TK, 2 x 2,5 kg","Ditzler","vegetables_fruit","carrots","5","kg","case","2","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/092095","2026-08-22","official_product_verified_price_unverified","2 x 2.5 kg frozen bags per case; availability not guaranteed on public page.","seed","seed","seed","","false","false","","","",""
"092150","Ditzler Maiskörner lose gefroren TK, 2 x 2,5 kg","Ditzler","vegetables_fruit","corn","5","kg","case","","","","","","3.85","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"092321","Ditzler Sommergemüse, TK, 2 x 2,5 kg","Ditzler","vegetables_fruit","mixed_vegetables","5","kg","case","","","","","","4.30","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"092660","Ditzler halbe Zwetschgen entsteint TK, 2 x 2,5 kg","Ditzler","vegetables_fruit","plums","5","kg","case","","","","","","5.2","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"092930","Picosa Steinpilze Würfel, 2 x 2 cm, TK, 2 x 1 kg","Picosa","vegetables_fruit","mushrooms","2","kg","case","","","","","","18.9","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"093756","Hummus, 1 kg","Gemma","sauces_condiments","hummus","1","kg","tub","","","","","","11.08","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"094659","Kadi Frühlingsrollen China Gemüse, vegetarisch, TK, 32 x 50 g / 1,6 kg","Kadi","vegetables_fruit","vegetarian_snacks","1.6","kg","case","","","","","","24.96","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"095101","Origine Eier Schweiz, Freiland, 53g+, 30 Stück","Origine","dairy_eggs","eggs","30","piece","pack","30","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/095101","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"098251","Romer's Ballon gross, vorgebacken, TK, 20 x 80 g","Romer's","bread_bakery","bread_rolls","20","piece","case","20","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/098251","2026-08-22","official_product_verified_price_unverified","20 rolls x 80 g per case; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"100561","Knorr French Dressing 12 l","","sauces_condiments","","575","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"100590","Knorr Italian Dressing 12 l","","sauces_condiments","","695","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"103351","Hero Konfitüre Extra Sortiment CC, Portionen, 120 x 25 g","Hero","dessert_ingredients","jam","3","kg","case","","","","","","35.2","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"103492","Hero Honig cremig, Portionen, 120 x 25 g","Hero","dessert_ingredients","honey","3","kg","case","","","","","","53.42","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"104310","Hero French Dressing ungekühlt 10 l","","sauces_condiments","","530","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"111320","Zuckersticks schwarz, 1000 x 5 g","","dessert_ingredients","sugar","5","kg","pack","","","","","","13.9","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"151352","le Chocolat Schokoladengetränk -.60","Cailler","non_alcoholic_drinks","","22","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"152410","Mayonnaise","Thomy","sauces_condiments","","880","g","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"152501","Thomy Mayonnaise à la française, 10,5 kg","Thomy","sauces_condiments","mayonnaise","10.5","kg","package","1","","","","","87.05","per_pack","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","seed","false","true","salesUnit","pack seed=[value=10.5;unit=kg;salesUnit=bucket;units=] scraped=[value=3;unit=kg;salesUnit=package;units=1]","Official promotions identify article 152501 as Thomy French-style mayonnaise, 10.5 kg. Bucket versus generic package remains unresolved.","https://www-static.transgourmet.ch/public/2024-03/kw14-bgh-guide-april-d.pdf"
"152861","Tartaraise 1440","Thomy","sauces_condiments","","1","l","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"213470","Economy Fusilli, 5 kg","Economy","rice_pasta_grains","pasta","5","kg","bag","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/213470","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"228060","Weissmehl, Type 550, 25 kg","","rice_pasta_grains","flour","25","kg","bag","","","","","","1.39","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"228400","Bio Weissmehl","","rice_pasta_grains","","1","kg","case","10","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"234790","Carnaroli Risottoreis, 5 kg","Reismühle Brunnen","rice_pasta_grains","rice_risotto","5","kg","bag","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/234790","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"234861","Parboiled Vitamin Rice, 5 kg","Reismühle Brunnen","rice_pasta_grains","rice_long_grain","5","kg","bag","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/234861","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"234980","Basmati Reis, 5 kg","Reismühle Brunnen","rice_pasta_grains","rice_basmati","5","kg","bag","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/234980","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"241062","Lu Tuc classic, 3 x 100 g","Lu Tuc","bread_bakery","crackers","300","g","pack","","","","","","1.20","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"241341","Oreo Original, 3 x 154 g","Oreo","bread_bakery","biscuits","462","g","pack","3","","","","","2.29","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"260080","Haco Mayonnaise 5250","","sauces_condiments","","4","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf","2026-08-22T13:29:35.164Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"333951","Cailler Cuisine Kakaopulver, 800 g","Cailler","dessert_ingredients","cocoa_powder","800","g","pack","","","","","","14.0","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"371061","Quality Mandeln, braun, gemahlen, 1 kg","Quality","dessert_ingredients","nuts_almonds","1","kg","bag","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/371061","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"392040","Ananas 50-55 Stücke in Saft","Quality","non_alcoholic_drinks","","567","g","case","6","","","","","","","https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf","2026-08-22T13:29:27.506Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"392070","Quality Ananas im eigenen Saft, 10 Scheiben, 6 x 567 g","Quality","vegetables_fruit","pineapple","3.402","kg","case","","","","","","1.75","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"396130","Raimond Frères MSC Thon rosé in Wasser, 4 x 200 g","Raimond Frères","fish_seafood","tuna","800","g","pack","4","","","","","1.75","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"396210","Raimond Frères MSC Sardellenfilets, eingelegt in Olivenöl, 5 x 50 g","Raimond Frères","fish_seafood","anchovies","250","g","pack","5","","","","","1.99","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"396371","Raimond Frères Thon Tongol hell in Sonnenblumenöl, 5 x 100 g","Raimond Frères","fish_seafood","tuna","500","g","pack","","","","","","1.39","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"396540","Quality Sardellenfilets in Sonnenblumenöl, 794 g","Quality","fish_seafood","anchovies","794","g","can","","","","","","14.95","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"398460","Iliada Oliven grün, entsteint, 3,1 kg","Iliada","sauces_condiments","olives","3.1","kg","jar","","","","","","15.2","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"398470","Iliada Kalamata Oliven, entsteint, 3,1 kg","Iliada","sauces_condiments","olives","3.1","kg","jar","","","","","","18.95","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"402900","Thai Kitchen Rote Curry Paste, 225 g","Thai Kitchen","sauces_condiments","curry_paste","225","g","jar","","","","","","4.35","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"403130","Thai Kitchen Rote Curry Paste vegan, 1 kg","Thai Kitchen","sauces_condiments","curry_paste","1","kg","pack","","","","","","11.15","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"403240","Mae Ploy Curry Paste rot, 400 g","Mae Ploy","sauces_condiments","curry_paste","400","g","tub","","","","","","2.85","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"403250","Mae Ploy Curry Paste grün, 400 g","Mae Ploy","sauces_condiments","curry_paste","400","g","tub","","","","","","2.85","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"403260","Mae Ploy Curry Paste gelb, vegan, 400 g","Mae Ploy","sauces_condiments","curry_paste","400","g","tub","","","","","","2.85","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"410001","Bio Weizenvollkornmehl","","rice_pasta_grains","","1","kg","case","10","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"410571","Bio Buchweizenmehl","","rice_pasta_grains","","1","kg","case","10","","","","","","","https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf","2026-08-22T13:29:24.185Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"410970","Barilla Spaghetti n°5, 500 g","Barilla","rice_pasta_grains","pasta","500","g","pack","","","","","","1.79","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"410990","Barilla Penne Rigate n°73, 500 g","Barilla","rice_pasta_grains","pasta","500","g","pack","","","","","","1.99","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"411002","Roco Konfitüren assortiert, Portionen, 6 x 20 x 25 g","Roco","dessert_ingredients","jam","3","kg","case","","","","","","29.88","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
